recipe_id,title,date,desc,rating,calories,sodium,fat,protein
149,Creamy Tofu Salad ,2004-08-20T04:00:00.000Z,"This looks and tastes like egg salad, even though it's made with tofu.",3.125,352,488,31,16
150,Chocolate-Cherry Ice Cream Pie with Hot Fudge Sauce ,2004-08-20T04:00:00.000Z,NA,3.75,658,209,39,7
151,Jalapeño-Cheddar Frittata ,2004-08-20T04:00:00.000Z,NA,4.375,140,184,11,9
152,Roasted Beets and Citrus with Feta ,2011-01-11T04:00:00.000Z,NA,4.375,426,408,28,9
153,"Green Beans with Crisp Shallots, Chile, and Mint ",2004-08-20T04:00:00.000Z,Active time: 30 min Start to finish: 45 min,4.375,414,310,37,5
154,Potato Gnocchi with Shrimp and Peas ,2005-08-17T16:41:31.000Z,NA,3.125,NA,NA,NA,NA
155,Cranberry Pear Tart with Gingerbread Crust ,2004-08-20T04:00:00.000Z,NA,3.75,267,110,10,4
156,"Sauteed Veal with Shrimp, Mushroom, and Brandy Cream Sauce ",2004-08-20T04:00:00.000Z,"""When it's on the menu, I always order the sautéed veal with shrimp sauce at Kelsey's Restaurant here in New Orleans,"" writes Angela Stuck of Louisiana. ""Can you get the recipe?""",4.375,629,292,52,28
157,Lemon Vinaigrette ,2007-05-30T15:36:55.000Z,"This recipe was created by chef Dan Barber of Blue Hill restaurant in New York City and Blue Hill at Stone Barns in Pocantico Hills, New York. It's part of a special menu he created for Epicurious's Wine.Dine.Donate program and is used in his Summer Salad. The recipe makes more than enough lemon oil, but it stores well in the refrigerator and can be served with fish or used to flavor dips.",3.75,614,124,68,0
158,Mackerel with Crushed Potatoes and Oregano ,2013-12-04T04:00:00.000Z,"If you think mackerel is too fishy, this is the recipe that will change your mind. The fish's assertive, slightly oily character is tempered by the brightness of lemon juice and creamy richness of yogurt.",4.375,NA,NA,NA,NA
159,"Cranberry, Shallot, and Dried-Cherry Compote ",2004-08-20T04:00:00.000Z,NA,5,199,203,2,1
160,Oriental Chicken and Cabbage Salad ,2004-08-20T04:00:00.000Z,"For a colorful presentation, serve the salad in red cabbage leaves.",3.75,NA,NA,NA,NA
161,Peanut Butter Cream Tart ,2004-08-20T04:00:00.000Z,Every small town in Georgia seems to have its own peanut-dessert specialty for the holidays. This one features a creamy no-bake peanut butter filling in a crisp chocolate-crumb crust.,4.375,647,225,55,10
162,Cheddar Chicken Tenders with Wilted Spinach ,2006-09-21T18:24:22.000Z,"Don't be surprised when this colorful, kid-friendly meal is also a hit with adults.",3.75,606,1230,43,30
163,Blueberry Cheesecake ,2004-08-20T04:00:00.000Z,Begin preparing the cheesecake one day before you plan to serve it.,5,954,767,66,14
164,Dark Chocolate Wedding Cake with Chocolate Orange Ganache and Orange Buttercream ,2004-08-20T04:00:00.000Z,NA,4.375,NA,NA,NA,NA
165,Apple Pie with Whisky-Soaked Cherries ,2005-10-01T04:00:00.000Z,"A hint of whisky and tart cherries in the filling, plus an almost cakey crust, make this comforting pie unique. Serve with heavy cream for drizzling or some vanilla ice cream.",4.375,475,232,19,4
166,Parsleyed Yellow-Potato Salad ,2004-08-20T04:00:00.000Z,NA,3.75,232,17,9,4
167,Sauteed Fennel and Carrots ,2004-08-20T04:00:00.000Z,These vegetables would complement not only lamb chops but roast chicken as well.,4.375,97,81,4,2
168,Grilled Garlic-Marinated Skirt Steak with Lime ,2004-08-20T04:00:00.000Z,Arrachera con Ajo y Limon a la Parrilla,4.375,148,22,11,11
169,Miniature Crab Cakes with Tomato Ginger Jam ,2004-08-20T04:00:00.000Z,NA,4.375,46,119,3,3
170,Egg Sandwich with Green Bean Slaw ,2013-05-09T04:00:00.000Z,"""As a kid, I loved frenched green beans drenched in butter! Here, in a creamy raw slaw atop barely hardboiled eggs, they're all grown up."" —Allie Lewis Clapp, food editor",0,374,590,19,16
171,Red Wine Brasato with Glazed Root Vegetables ,2006-12-28T21:20:56.000Z,"Brasato (which means ""braised"" in Italian) is the ultimate pot roast.",3.75,940,800,38,100
172,Tomato Jam ,2011-07-11T04:00:00.000Z,Pair this bespoke ketchup with Grilled Rosemary Chicken .,3.75,NA,NA,NA,NA
173,Egg Salad with Lemon and Fennel ,2008-11-20T04:00:00.000Z,"Sprightly bits of lemon zest and garlic punctuate this creamy mayonnaise-based egg salad. In place of the usual celery and onion, fennel lends an aromatic crunch.",4.375,237,226,21,9
174,Steamed Chicken with Black Mushrooms and Bok Choy ,2004-09-21T20:28:40.000Z,Inspired by Eat Drink Man Woman,4.375,NA,NA,NA,NA
175,Shaved Brussels Sprout and Shallot Sauté ,2007-08-22T15:59:17.000Z,NA,4.375,174,31,11,5
176,Molten Peanut Butter and Chocolate Fondant Cakes ,2015-10-28T00:00:00.000Z,These fondant cakes are absolute show-stoppers and so simple to make. Dip your spoon in for luscious mouthfuls of molten peanut butter goodness.,2.5,NA,NA,NA,NA
177,Roasted Carrot and Beet Salad with Feta ,2011-10-20T04:00:00.000Z,"The inspiration for this salad came to chef Hugh Acheson as he spoke to a friend who'd eaten at the Spotted Pig in New York City. ""He'd had a salad and was telling me all the components,"" says Acheson. ""It sounded wonderful, so I came up with my own version of it, using local ingredients from Georgia.""",4.375,251,206,23,3
178,Cassata Cake ,2010-06-30T04:00:00.000Z,"I grew up outside Cleveland, Ohio, and the cassata is the cake of my childhood. This regional specialty is a great example of how recipes take on local styles over time. Some food historians believe the cassata has its roots in fourteenth-century Arab culture. In Sicily, the long-ago homeland of the immigrants who first brought it to America, the cassata often contains candied citrus fruits, citrus liqueurs, and a glazing of chocolate or almond marzipan.",4.375,330,87,18,4
179,Baked Beans with Slab Bacon and Breadcrumbs ,2015-02-23T04:00:00.000Z,These aren't sticky-sweet brown sugar baked beans. Think of them like the top crust of a good cassoulet.,4.375,473,971,19,23
180,Grilled Corn with Lime-Cilantro Butter ,2010-03-12T04:00:00.000Z,"Sweet summer corn is the best. You can make variations of the cilantro butter with different herbs and use lemon juice. If the corn isn't too sweet, add a little bit of maple syrup to the butter.",5,132,109,9,2
181,Roasted Winter Squash and Parsnips with Maple Syrup Glaze and Marcona Almonds ,2008-10-01T04:00:00.000Z,This dish has an ideal combination of flavors and textures: soft and crunchy; sweet and nutty.,4.375,289,306,14,5
182,Snapper Escabèche with Charred Scallions ,2015-06-03T04:00:00.000Z,NA,0,NA,NA,NA,NA
183,Maple Butter-Pecan Ice Cream ,2004-08-20T04:00:00.000Z,NA,5,NA,NA,NA,NA
184,Grilled Vegetable Antipasto with Herbed Chevre and Crostini ,2009-10-15T04:00:00.000Z,"This dish is particularly delicious in summer, when zucchini, peppers, and summer squash are farm-fresh. You can also pile the grilled vegetables onto crusty French bread that's been slathered in creamy chevre. Or make hors d'oeuvres by topping Crostini with slices of grilled vegetable and some crumbled chevre. The vegetables can be grilled up to 1 hour in advance; assemble just before serving.",5,NA,NA,NA,NA
185,Roasted Bell Peppers with Basil and Balsamic Vinegar ,2004-08-20T04:00:00.000Z,This simple starter is delicious served with crusty Italian bread.,5,103,4,8,1
186,Homemade Tomato Ketchup ,2004-08-20T04:00:00.000Z,NA,3.75,405,1233,4,11
187,Potato Gratin with Goat Cheese ,2014-12-02T04:00:00.000Z,"Bucheron is an aged goat cheese—sharp but gooey and oozy around the edge. If using fresh goat cheese, it will soften not melt.",0,NA,NA,NA,NA
188,Char-Grilled Beef Tenderloin with Three-Herb Chimichurri ,2006-07-10T22:18:02.000Z,NA,4.375,745,1146,60,41
189,Pork Roast Braised with Milk and Fresh Herbs (Maiale al Latte ) ,2008-03-19T18:54:30.000Z,"Simmering a pork roast with milk and a generous handful of herbs results in very tender meat with rich, silky juices. Many Italians will leave the milk curds that form alongside the meat where they are, but Ferrigno strains them out for a more refined sauce.",3.75,689,723,34,85
190,Seasoned Nori Wrappers ,2007-04-25T22:50:17.000Z,NA,5,NA,NA,NA,NA
191,Chocolate Pecan Banana Tarts ,2004-08-20T12:48:48.000Z,Can be prepared in 45 minutes or less.,4.375,437,74,30,5
192,Chocolate Hazelnut Pound Cake with Chocolate Glaze ,2004-08-20T04:00:00.000Z,"The following is a variation of a wonderful Viennese cake called a Rehrücken, or ""saddle of venison"" (so named because of the shape of the pan used to bake it in-not, fortunately, because of its flavor). Almonds make a good substitute for the hazelnuts.",3.75,NA,NA,NA,NA
193,Tarragon Tartar Sauce ,2004-08-20T04:00:00.000Z,NA,3.75,659,1480,69,2
194,Chili Meatballs in Black Bean and Tomato Sauce ,2016-01-03T07:00:00.000Z,"This Mexican take on meatballs is one of my family favorites—my boys really love the crispy chorizo sprinkled over the top! It's so rich and warming, but we love it all year round.",4.375,1053,1557,60,53
195,Orange Mint Julep ,2014-02-13T16:30:35.000Z,This julep riff from Bobby Flay tastes fresh and not too sweet.,5,NA,NA,NA,NA
196,Coq au Vin Nouveau ,2004-08-20T04:00:00.000Z,Pitted prunes replace the more customary mushrooms in this delicious variation.,4.375,724,485,26,42
197,Lemon-Parsley Linguine ,2009-12-21T04:00:00.000Z,NA,3.125,NA,NA,NA,NA
198,Marbled Raspberry Cream ,2004-08-20T04:00:00.000Z,NA,5,228,17,18,2
199,Sangria IV ,2004-08-20T20:58:12.000Z,"Málaga Tapas & Bar gets its name from a city on Spain's southern coast — and from the authentic savory appetizers and snacks it serves with wine and other drinks, in the Andalusian tapas tradition. Málaga, located in Austin's trendy Warehouse District, is a favorite among the after-work and late-night crowds. This recipe for sangria comes from the restaurant's bar manager and resident wine expert, Merrill Frank.",5,215,11,0,1
200,Apple and Prune Tart with Vanilla Ice Cream and Cognac ,2004-08-20T04:00:00.000Z,NA,4.375,462,213,19,4
201,Smoky Plantain Crema ,2004-08-20T04:00:00.000Z,"This is one of my all-time favorite sauces. It is excellent with grilled or roasted poultry or pork dishes. When I travel and cook at various events, I often include this on the menu.",4.375,260,113,23,3
202,Southwest Veggie Nachos ,2013-01-17T04:00:00.000Z,"We subbed baked chips for fried. Same flavor, less fat.",5,NA,NA,NA,NA
203,Pork Chops with Sweet-and-Sour Cider Glaze ,2004-08-20T04:00:00.000Z,Kale with Sautéed Apple and Onion makes the perfect side dish for these chops,4.375,776,191,60,35
204,Calabrian Chile Butter ,2016-01-01T19:47:00.000Z,Spoon some of this butter over a pork chop during the last minute of cooking.,0,348,643,38,1
205,Chicken and Sausage Jambalaya ,2011-02-10T04:00:00.000Z,NA,5,1117,1632,70,56
206,"""Seder Plate"" Salad ",2016-03-10T16:34:00.000Z,This fresh salad was inspired by the elements of a Passover Seder plate.,0,280,179,24,8
207,Veal Scallops with Mushrooms and Herbs ,2004-08-20T04:00:00.000Z,Can be prepared in 45 minutes or less.,4.375,468,586,30,20
208,Heirloom Tomato Salad with Blue Cheese ,2004-08-20T04:00:00.000Z,NA,4.375,514,618,30,15
209,Fried Fish with Moroccan-Style Herb Sauce ,2004-08-20T04:00:00.000Z,Can be prepared in 45 minutes or less.,4.375,417,127,25,46
210,Spicy Noodles with Ginger and Fresh Vegetables ,2004-08-20T04:00:00.000Z,"Noodles-which are staples in Thailand, Indonesia, Singapore, the Philippines and Myanmar (formerly Burma)-are showing up everywhere these days. Cutting vegetables in julienne style is a Western technique.",3.125,303,202,26,8
211,Ginger Crème Brûlée ,2004-08-20T04:00:00.000Z,NA,4.375,NA,NA,NA,NA
212,Banana Smoothie ,2004-08-20T20:58:12.000Z,NA,0,138,21,2,3
213,Bratwurst and Red Cabbage ,2015-02-01T04:00:00.000Z,NA,4.375,NA,NA,NA,NA
214,"Chocolate, Walnut and Prune Fudge Torte ",2004-08-20T04:00:00.000Z,"Because the torte is so rich, a small piece really satisfies. Start preparing this the day before you plan to serve it.",4.375,553,174,34,8
215,Kale with Sauteed Apple and Onion ,2004-08-20T04:00:00.000Z,Active time: 15 min Start to finish: 15 min,3.75,454,136,29,19
216,Roasted Quail with Wild Mushrooms ,2013-12-12T04:00:00.000Z,"This recipe is a wonderful way to celebrate the spoils of the Southern hunt, though it is just as delicious when made with farm-raised quail. If quail livers aren't included with the quail, chicken livers would be a good substitute. The size of a quail makes each bird a perfect individual portion for a dinner party. To make the stuffing, we've used another reward of the ""hunt"": wild mushrooms. When we forage in the woods near Summerland Farm, the mushrooms we most often find are chanterelles and hen-of-the-woods, especially prolific during a moist season. If you are foraging, be absolutely sure you know what you are looking for, as poisonous varieties can sometimes look dangerously similar to edible ones. To be on the safe side, visit a gourmet market or natural foods grocery store for a nice choice of mushrooms. We serve the quail on a bed of Wilted Autumn Greens.",0,NA,NA,NA,NA
217,Mocha Brownies ,2004-08-20T04:00:00.000Z,"Because these brownies are thinner than most, they bake quickly.",3.125,311,19,20,4
218,Onion and Cider Soup with Roquefort Croutons ,2004-08-20T04:00:00.000Z,NA,3.75,495,864,21,14
219,Eggnog ,2004-08-20T20:58:12.000Z,NA,2.5,264,450,12,12
220,"Spinach, Feta, and Phyllo Purses ",2004-08-20T04:00:00.000Z,NA,3.75,66,97,5,2
221,Salmon Confit in Olive Oil with Arugula Salad and Balsamic Vinegar ,2004-08-20T04:00:00.000Z,"(Saumon Confit à l'Huile d'Olive, Petite Salade de Roquettes, Vinaigre de Balsamique)",5,NA,NA,NA,NA
222,Wild Rice with Carrots ,2004-08-20T04:00:00.000Z,NA,3.125,NA,NA,NA,NA
223,Cherry Cola Barbecue Sauce ,2008-06-10T22:04:19.000Z,A sweet-savory sauce that's great with the grilled meats. Adjust the heat by adding hot pepper sauce to taste.,5,279,792,2,2
224,Golden Turkey Stock ,2008-09-30T04:00:00.000Z,"Along with the pan juices, this stock flavors the gravy. Make and freeze it up to two weeks ahead.",5,82,24,5,8
225,"Chicken, Corn, and Noodle Soup with Saffron ",2004-08-20T04:00:00.000Z,"This is a lighter, first-course version of a classic Pennsylvania main-course soup. Saffron was initially a Colonial rich man's spice, and it retained a certain panache even for the Pennsylvania Dutch in Philadelphia, who grew their own.",4.375,318,222,10,38
226,D.i.y. Drinks Bar ,2007-01-19T18:55:35.000Z,NA,4.375,140,2,1,2
227,Yellow Squash and Bell Pepper Torte ,2009-08-20T04:00:00.000Z,"What you have here—sun-gold bands of decoratively arranged vegetables and clear, immediate flavors enriched with Parmigiano-Reggiano—is an absolute stunner. And, because the torte must be made ahead and weighted (to release excess liquid), it's ideal for entertaining. Serve it with anything grilled (fish, chicken, or lamb, for instance) and your guests will be over the moon.",3.125,277,141,15,7
228,Black Bean and Vegetable Wraps ,2004-08-20T04:00:00.000Z,"""At the Manhattan law office where I'm a legal secretary, it seems as though the phones are always ringing,"" writes Lisa Caiazzo of Franklin Square, New York. ""And if it isn't the phones that have me occupied, then there are lots of documents that need my attention. By the time I get home from the city, I usually have only about 45 minutes to put together dinner for my husband, Angelo, and myself. Still, that's enough time to make something filling and delicious, like a salad and a hearty pasta or soup. My best cooking, though, is done on Sundays during the fall and winter, when I become a football widow. An afternoon of cooking can be very therapeutic after a busy week.""",4.375,345,418,15,16
229,Fennel-Rubbed Pork Roast ,2013-12-04T04:00:00.000Z,"As the pork cooks, the fat will gradually render, basting the roast.",5,NA,NA,NA,NA
230,Blackberry-Raspberry Sauce ,2004-11-30T19:14:54.000Z,NA,0,172,14,1,2
